3239,地球要塞,海野 十三,海野十三全集　第7巻　地球要塞,三一書房
3240,帰国,田山 花袋,定本　花袋全集　第七巻,臨川書店
3241,江戸か東京か,淡島 寒月,梵雲庵雑話,岩波文庫、岩波書店
3244,海神別荘,泉 鏡花,泉鏡花集成7,ちくま文庫、筑摩書房
3245,絵本の春,泉 鏡花,泉鏡花集成8,ちくま文庫、筑摩書房
3246,女の手帖,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3247,婦人民主クラブ趣意書,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3248,幸福について,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3249,人間の道義,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3250,合図の旗,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3251,幸福のために,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3252,婦人の一票,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3253,幸福の建設,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3254,私たちの建設,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3255,再刊の言葉,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3256,春遠し,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3257,新しい躾,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3258,メーデーに歌う,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3259,われらの小さな“婦人民主”,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3260,三つの民主主義,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3261,自然に学べ,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3262,貞操について,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3263,「女らしさ」とは,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3264,世界の寡婦,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3265,カール・マルクスとその夫人,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3266,国際民婦連へのメッセージ,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3267,今度の選挙と婦人,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3268,自覚について,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3269,メーデーと婦人の生活,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3270,人生を愛しましょう,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3271,明日をつくる力,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3272,衣服と婦人の生活,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3273,人間の結婚,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3274,婦人大会にお集りの皆様へ,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3275,ほうき一本,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3276,今年こそは,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3277,砂糖・健忘症,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3278,離婚について,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3279,新しい卒業生の皆さんへ,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3280,正義の花の環,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3281,わたしたちは平和を手離さない,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3282,主婦と新聞,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3283,妻の道義,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3284,民法と道義上の責任,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3285,今年のことば,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3286,未亡人への返事,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3287,求め得られる幸福,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3288,その願いを現実に,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3289,私の書きたい女性,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3290,わたしたちには選ぶ権利がある,宮本 百合子,宮本百合子全集　第十五巻,新日本出版
3291,権力の悲劇,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3292,人間イヴの誕生,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3293,新しいアジアのために,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3294,宋慶齢への手紙,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3295,この三つのことば,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3296,国際婦人デーへのメッセージ,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3297,親子いっしょに,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3298,願いは一つにまとめて,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3299,戦争はわたしたちからすべてを奪う,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3300,若い人たちの意志,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3301,生きるための協力者,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3303,婦人デーとひな祭,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3304,婦人民主クラブについて,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3305,明日を創る,宮本 百合子,宮本百合子全集　第十五巻,新日本出版社
3308,雨のボレックス,植松 真人,,
3309,艸木虫魚,薄田 泣菫,艸木虫魚,岩波文庫、岩波書店
3310,平凡,二葉亭 四迷,平凡・私は懐疑派だ,講談社　講談社文芸文庫
3311,遺言状・遺族善後策,二葉亭 四迷,平凡・私は懐疑派だ,講談社　講談社文芸文庫
3312,薬草取,泉 鏡花,鏡花短篇集,岩波文庫、岩波書店
3313,巨男の話,新美 南吉,ごんぎつね　新美南吉童話作品集1,てのり文庫、大日本図書
3315,貝の穴に河童の居る事,泉 鏡花,泉鏡花集成8,ちくま文庫、筑摩書房
3317,産屋物語,与謝野 晶子,与謝野晶子評論集,岩波文庫、岩波書店
3318,離婚について,与謝野 晶子,与謝野晶子評論集,岩波書店　岩波文庫
3319,私の貞操観,与謝野 晶子,与謝野晶子評論集,岩波書店　岩波文庫
3320,姑と嫁について,与謝野 晶子,与謝野晶子評論集,岩波書店、岩波文庫
3321,母性偏重を排す,与謝野 晶子,与謝野晶子評論集,岩波書店、岩波文庫
3322,三面一体の生活へ,与謝野 晶子,与謝野晶子評論集,岩波書店　岩波文庫
3323,平塚さんと私の論争,与謝野 晶子,与謝野晶子評論集,岩波書店　岩波文庫
3324,平塚・山川・山田三女史に答う,与謝野 晶子,与謝野晶子評論集,岩波書店　岩波文庫
3325,「女らしさ」とは何か,与謝野 晶子,与謝野晶子評論集,岩波文庫、岩波書店
3326,何故の出兵か,与謝野 晶子,与謝野晶子評論集,岩波書店　岩波文庫
3328,父,金子 ふみ子,日本の名随筆99　哀,作品社
3329,碁の手直り表,菊池 寛,日本の名随筆　別巻1　囲碁,作品社
3330,囲碁雑考,幸田 露伴,日本の名随筆　別巻1　囲碁,作品社
3331,あはれなる廿日鼠,倉田 百三,日本の名随筆99　哀,作品社
3332,大菩薩峠,中里 介山,大菩薩峠２,ちくま文庫、筑摩書房
3333,大菩薩峠,中里 介山,大菩薩峠２,ちくま文庫、筑摩書房
3334,大菩薩峠,中里 介山,大菩薩峠２,ちくま文庫、筑摩書房
3335,大菩薩峠,中里 介山,大菩薩峠２,ちくま文庫、筑摩書房
3336,沈黙の塔,森 鴎外,森鴎外全集2,ちくま文庫、筑摩書房
3337,学変臆説,内藤 湖南,内藤湖南全集　第一巻,筑摩書房
3338,日本の肖像画と鎌倉時代,内藤 湖南,内藤湖南全集　第九卷,筑摩書房
3339,寧楽,内藤 湖南,内藤湖南全集　第一巻,筑摩書房
3340,平安朝時代の漢文学,内藤 湖南,内藤湖南全集　第九卷,筑摩書房
3342,のろのろ砲弾の驚異,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3343,人造人間戦車の機密,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3344,独本土上陸作戦,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3345,今昔ばなし抱合兵団,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3346,毒瓦斯発明官,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3347,戦時旅行鞄,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3348,大使館の始末機関,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3349,時限爆弾奇譚,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3350,地軸作戦,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3351,不沈軍艦の見本,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3352,共軛回転弾,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3353,もくねじ,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3354,宇宙の迷子,海野 十三,海野十三全集　第11巻　四次元漂流,三一書房
3355,宇宙尖兵,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3356,英本土上陸戦の前夜,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3357,空気男,海野 十三,海野十三全集　第6巻　太平洋魔城,三一書房
3357,空気男,丘 丘十郎,海野十三全集　第6巻　太平洋魔城,三一書房
3358,四次元漂流,海野 十三,海野十三全集　第11巻　四次元漂流,三一書房
3359,沈没男,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3367,宇宙戦隊,海野 十三,海野十三全集　第10巻　宇宙戦隊,三一書房
3368,火星兵団,海野 十三,海野十三全集　第8巻　火星兵団,三一書房
3369,火薬船,海野 十三,海野十三全集　第9巻　怪鳥艇,三一書房
3370,怪塔王,海野 十三,海野十三全集　第6巻　太平洋魔城,三一書房
3371,空中漂流一週間,海野 十三,海野十三全集　第6巻　太平洋魔城,三一書房
3372,人造人間エフ氏,海野 十三,海野十三全集　第6巻　太平洋魔城,三一書房
3373,月世界探険記,海野 十三,海野十三全集,三一書房
3374,太平洋魔城,海野 十三,海野十三全集　第6巻　太平洋魔城,三一書房
3375,大宇宙遠征隊,海野 十三,海野十三全集　第9巻　怪鳥艇,三一書房
3376,大空魔艦,海野 十三,海野十三全集　第9巻　怪鳥艇,三一書房
3377,地底戦車の怪人,海野 十三,海野十三全集　第6巻　太平洋魔城,三一書房
3378,豆潜水艇の行方,海野 十三,海野十三全集　第9巻　怪鳥艇,三一書房
3379,崩れる鬼影,海野 十三,海野十三全集　第8巻　火星兵団,三一書房
3380,幽霊船の秘密,海野 十三,海野十三全集　第9巻　怪鳥艇,三一書房
3381,第四次元の男,海野 十三,海野十三全集　第6巻　太平洋魔城,三一書房
3386,侘助椿,薄田 泣菫,泣菫随筆,冨山房百科文庫、冨山房
3387,水仙の幻想,薄田 泣菫,泣菫随筆,冨山房百科文庫、冨山房
3388,石竹,薄田 泣菫,泣菫随筆,冨山房百科文庫、冨山房
3389,たにしの出世,楠山 正雄,むかし　むかし　あるところに,童話屋
3390,浦島太郎,楠山 正雄,むかし むかし あるところに,童話屋
3391,花咲かじじい,楠山 正雄,むかし むかし あるところに,童話屋
3392,悪魔の足,枯葉 ,"""His Last Bow""所収 ""The Adventure of the Devils Foot""",
3392,悪魔の足,ドイル アーサー・コナン,"""His Last Bow""所収 ""The Adventure of the Devils Foot""",
3393,チャールズ・オーガスタス・ミルヴァートン,枯葉 ,"""The Return of Sherlock Holmes""所収 ""The Adventure of Charles Augustus Milverton""",
3393,チャールズ・オーガスタス・ミルヴァートン,ドイル アーサー・コナン,"""The Return of Sherlock Holmes""所収 ""The Adventure of Charles Augustus Milverton""",
3394,ノーウッドの建築家,枯葉 ,"""The Return of Sherlock Holmes""所収 ""The Adventure of the Norwood Builder""",
3394,ノーウッドの建築家,ドイル アーサー・コナン,"""The Return of Sherlock Holmes""所収 ""The Adventure of the Norwood Builder""",
3395,ブルー・カーバンクル,枯葉 ,"""The Adventure of Sherlock Holmes""所収 ""The Adventure of the Blue Carbuncle""",
3395,ブルー・カーバンクル,ドイル アーサー・コナン,"""The Adventure of Sherlock Holmes""所収 ""The Adventure of the Blue Carbuncle""",
3396,雨になる朝,尾形 亀之助,尾形亀之助詩集,現代詩文庫、思潮社
3397,障子のある家,尾形 亀之助,尾形亀之介詩集,現代詩文庫、思潮社
3399,私と詩,尾形 亀之助,尾形亀之助詩集,現代詩文庫、思潮社
3400,部屋の中,尾形 亀之助,尾形亀之助詩集,現代詩文庫、思潮社
3401,跡,尾形 亀之助,尾形亀之助詩集,現代詩文庫、思潮社
3402,さびしい人生興奮,尾形 亀之助,尾形亀之助詩集,現代詩文庫、思潮社
3403,身辺雑記,尾形 亀之助,尾形亀之助詩集,現代詩文庫、思潮社
3404,机の前の裸は語る,尾形 亀之助,尾形亀之助詩集,現代詩文庫、思潮社
3405,早春雑記,尾形 亀之助,尾形亀之助詩集,現代詩文庫、思潮社
3406,みごとな女,森本 薫,現代日本文學大系　83　森本薫・木下順二・田中千禾夫・飯沢匡集,筑摩書房
3407,夜叉ヶ池,泉 鏡花,泉鏡花集成7,ちくま文庫、筑摩書房
3408,樹木とその葉,若山 牧水,若山牧水全集　第七卷,雄鷄社
3409,樹木とその葉,若山 牧水,若山牧水全集　第七卷,雄鷄社
3410,雪中行,石川 啄木,日本随筆紀行第一巻　北海道　太古の原野に夢見て,作品社
3411,華々しき一族,森本 薫,現代日本文學大系　83　森本薫・木下順二・田中千禾夫・飯沢匡集,筑摩書房
3412,秦始皇帝,桑原 隲蔵,桑原隲藏全集　第一卷　東洋史説苑,岩波書店
3413,橋の下,ブウテ フレデリック,諸国物語（上）,ちくま文庫、筑摩書房
3413,橋の下,森 鴎外,諸国物語（上）,ちくま文庫、筑摩書房
3414,田舎,プレヴォー マルセル,諸国物語（上）,ちくま文庫、筑摩書房
3414,田舎,森 鴎外,諸国物語（上）,ちくま文庫、筑摩書房
3415,破落戸の昇天,森 鴎外,諸国物語（上）,ちくま文庫、筑摩書房
3415,破落戸の昇天,モルナール フェレンツ,諸国物語（上）,ちくま文庫、筑摩書房
3416,辻馬車,森 鴎外,諸国物語（上）,ちくま文庫、筑摩書房
3416,辻馬車,モルナール フェレンツ,諸国物語（上）,ちくま文庫、筑摩書房
3417,最終の午後,森 鴎外,諸国物語（上）,ちくま文庫、筑摩書房
3417,最終の午後,モルナール フェレンツ,諸国物語（上）,ちくま文庫、筑摩書房
3418,襟,ディモフ オシップ,諸国物語（上）,ちくま文庫、筑摩書房
3418,襟,森 鴎外,諸国物語（上）,ちくま文庫、筑摩書房
3419,田舎の新春,横瀬 夜雨,雪あかり,書物展望社
3420,春,横瀬 夜雨,雪あかり,書物展望社
3421,べつ甲蜂,横瀬 夜雨,雪あかり,書物展望社
3423,紅玉,泉 鏡花,泉鏡花集成7,ちくま文庫、筑摩書房
3424,錦染滝白糸,泉 鏡花,泉鏡花集成7,ちくま文庫、筑摩書房
3425,七宝の柱,泉 鏡花,鏡花短編集,岩波文庫、岩波書店
3426,若菜のうち,泉 鏡花,鏡花短編集,岩波文庫、岩波書店
3427,栃の実,泉 鏡花,鏡花短編集,岩波文庫、岩波書店
3428,修善寺漱石詩碑碑陰に記せる文,狩野 亨吉,狩野亨吉遺文集,岩波書店
3429,明日への新聞,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3430,その源,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3431,みのりを豊かに,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3432,現実に立って,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3433,人民戦線への一歩,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3434,モラトリアム質疑,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3435,逆立ちの公・私,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3436,石を投ぐるもの,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3437,現実の必要,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3438,青年の生きる道,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3439,矛盾とその害毒,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3440,木の芽だち,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3441,一票の教訓,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3442,公のことと私のこと,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3443,作家への新風,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3444,信義について,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3445,行為の価値,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3446,若人の要求,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3447,メーデーぎらい,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3448,『くにのあゆみ』について,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3449,郵便切手,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3450,文化生産者としての自覚,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3451,豪華版,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3452,社会生活の純潔性,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3453,戦争でこわされた人間性,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3454,その檻をひらけ,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3455,社会と人間の成長,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3456,本当の愛嬌ということ,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3457,明瞭で誠実な情熱,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3458,共産党とモラル,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3459,悔なき青春を,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3460,平和への荷役,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3461,それらの国々でも,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3462,前進的な勢力の結集,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3463,便乗の図絵,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3464,偽りのない文化を,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3465,新しい潮,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3466,今日の日本の文化問題,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3467,現代史の蝶つがい,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3468,ファシズムは生きている,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3469,浦和充子の事件に関して,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3470,国宝,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3471,平和をわれらに,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3472,鬼畜の言葉,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3473,「委員会」のうつりかわり,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3474,質問へのお答え,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3475,肉親,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3476,「推理小説」,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3477,犯人,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3478,ボン・ボヤージ！,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3479,日本は誰のものか,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3480,新しい抵抗について,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3481,ジャーナリズムの航路,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3482,アメリカ文化の問題,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3483,しようがない、だろうか？,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3484,それに偽りがないならば,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3485,講和問題について,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3486,地方文化・文学運動にのぞむもの,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3487,動物愛護デー,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3488,長寿恥あり,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3489,いまわれわれのしなければならないこと,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3490,平和の願いは厳粛である,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3491,地球はまわる,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3492,私の信条,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3493,「チャタレー夫人の恋人」の起訴につよく抗議する,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3494,ふたつの教訓,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3495,新しいアカデミアを,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3496,再武装するのはなにか,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3497,指紋,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3498,世界は求めている、平和を！,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3499,修身,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3500,若き僚友に,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3501,「人間関係方面の成果」,宮本 百合子,宮本百合子全集　第十六巻,新日本出版社
3502,真実は銘々に,能美 武功,,
3502,真実は銘々に,ピランデルロ ルイジ,,
3503,愚禿親鸞,西田 幾多郎,西田幾多郎随筆集,岩波文庫、岩波書店
3505,読書,西田 幾多郎,続思索と体験『続思索と体験』以後,岩波文庫、岩波書店
3506,我が子の死,西田 幾多郎,西田幾多郎随筆集,岩波文庫、岩波書店
3507,火の柱,木下 尚江,筑摩現代文学大系　5　徳冨蘆花・木下尚江・岩野泡鳴集,筑摩書房
3508,雁坂越,幸田 露伴,ちくま日本文学全集　幸田露伴,筑摩書房
3510,医師高間房一氏,田畑 修一郎,筑摩現代文学大系　60,筑摩書房
3511,夜の靴,横光 利一,夜の靴・微笑,講談社文芸文庫、講談社
3512,和解,徳田 秋声,徳田秋声全集　第十七巻,八木書店
3513,五葉の松,横瀬 夜雨,雪あかり,書物展望社
3514,天狗塚,横瀬 夜雨,雪あかり,書物展望社
3515,女子文壇の人々,横瀬 夜雨,雪あかり,書物展望社
3516,太平洋雷撃戦隊,海野 十三,海野十三全集　第3巻　深夜の市長,三一書房
3517,空襲下の日本,海野 十三,海野十三全集　第３巻　深夜の市長,三一書房
3518,獏鸚,海野 十三,海野十三全集　第3巻　深夜の市長,三一書房
3519,火葬国風景,海野 十三,海野十三全集　第3巻　深夜の市長,三一書房
3520,一九五〇年の殺人,海野 十三,海野十三全集　第5巻　浮かぶ飛行島,三一書房
3521,雷,海野 十三,海野十三全集　第5巻　浮かぶ飛行島,三一書房
3522,人造人間事件,海野 十三,海野十三全集　第5巻　浮かぶ飛行島,三一書房
3523,ヒルミ夫人の冷蔵鞄,海野 十三,海野十三全集　第5巻　浮かぶ飛行島,三一書房
3523,ヒルミ夫人の冷蔵鞄,丘 丘十郎,海野十三全集　第5巻　浮かぶ飛行島,三一書房
3524,○○獣,海野 十三,海野十三全集　第5巻　浮かぶ飛行島,三一書房
3525,東京要塞,海野 十三,海野十三全集　第5巻　浮かぶ飛行島,三一書房
3527,浮かぶ飛行島,海野 十三,海野十三全集　第5巻　浮かぶ飛行島,三一書房
3528,不思議なる空間断層,海野 十三,海野十三全集　第4巻　十八時の音楽浴,三一書房
3529,流線間諜,海野 十三,海野十三全集　第4巻　十八時の音楽浴,三一書房
3530,空襲警報,海野 十三,海野十三全集　第4巻　十八時の音楽浴,三一書房
3531,くろがね天狗,海野 十三,海野十三全集　第4巻　十八時の音楽浴,三一書房
3532,棺桶の花嫁,海野 十三,海野十三全集　第4巻　十八時の音楽浴,三一書房
3533,軍用鼠,海野 十三,海野十三全集　第4巻　十八時の音楽浴,三一書房
3534,電気鳩,海野 十三,海野十三全集　第4巻　十八時の音楽浴,三一書房
3536,東漢の班超,桑原 隲蔵,桑原隲藏全集　第一卷　東洋史説苑,岩波書店
3537,支那史上の偉人（孔子と孔明）,桑原 隲蔵,桑原隲藏全集　第一卷　東洋史説苑,岩波書店
3538,菊　食物としての,幸田 露伴,花の名随筆10　十月の花,作品社
3539,木犀の香,薄田 泣菫,花の名随筆10　十月の花,作品社
3540,しらくちの花,長塚 節,花の名随筆10　十月の花,作品社
3541,玉川の草,泉 鏡花,花の名随筆10　十月の花,作品社
3542,伯爵の釵,泉 鏡花,泉鏡花集成7,ちくま文庫、筑摩書房
3543,売色鴨南蛮,泉 鏡花,泉鏡花集成7,ちくま文庫、筑摩書房
3544,みさごの鮨,泉 鏡花,泉鏡花集成7,ちくま文庫、筑摩書房
3545,鷭狩,泉 鏡花,泉鏡花集成7,ちくま文庫、筑摩書房
3547,木の子説法,泉 鏡花,泉鏡花集成8,ちくま文庫、筑摩書房
3548,半島一奇抄,泉 鏡花,泉鏡花集成8,ちくま文庫、筑摩書房
3549,古狢,泉 鏡花,泉鏡花集成8,ちくま文庫、筑摩書房
3551,小春の狐,泉 鏡花,泉鏡花集成7,ちくま文庫、筑摩書房
3552,楢重雑筆,小出 楢重,小出楢重随筆集,岩波文庫、岩波書店
3553,めでたき風景,小出 楢重,小出楢重随筆集,岩波文庫、岩波書店
3554,油絵新技法,小出 楢重,小出楢重随筆集,岩波文庫、岩波書店
3555,大切な雰囲気,小出 楢重,小出楢重随筆集,岩波文庫、岩波書店
3556,連環記,幸田 露伴,昭和文学全集　第4巻,小学館
3557,雪たたき,幸田 露伴,昭和文学全集　第4巻,小学館
3565,詩集『戦争』,梶井 基次郎,梶井基次郎全集第一卷,筑摩書房
3576,転機,伊藤 野枝,伊藤野枝全集　上,學藝書林
3577,ある男の堕落,伊藤 野枝,伊藤野枝全集　上,學藝書林
3578,湯島の境内,泉 鏡花,泉鏡花集成7,ちくま文庫、筑摩書房
3579,逗子より,泉 鏡花,日本随筆紀行第五巻　関東　風吹き騒ぐ平原で,作品社
3580,白い下地,泉 鏡花,日本の名随筆7　色,作品社
3581,当世女装一斑,泉 鏡花,日本の名随筆38　装,作品社
3582,紫陽花,泉 鏡花,花の名随筆6　六月の花,作品社
3583,敬首和尚の典籍概見,内藤 湖南,内藤湖南全集　第十二卷,筑摩書房
3585,ああ玉杯に花うけて,佐藤 紅緑,ああ玉杯に花うけて／少年賛歌,講談社大衆文学館文庫、講談社
3586,草迷宮,泉 鏡花,泉鏡花集成5,ちくま文庫、筑摩書房
3587,歌行灯,泉 鏡花,泉鏡花集成6,ちくま文庫、筑摩書房
3590,科学論,戸坂 潤,戸坂潤全集　第一巻,勁草書房
3591,技術の哲学,戸坂 潤,戸坂潤全集　第一巻,勁草書房
3594,イデオロギーの論理学,戸坂 潤,戸坂潤全集　第二巻,勁草書房
3595,イデオロギー概論,戸坂 潤,戸坂潤全集　第二巻,勁草書房
3596,日本イデオロギー論,戸坂 潤,戸坂潤全集　第二巻,勁草書房
3597,現代哲学講話,戸坂 潤,戸坂潤全集　第三巻,勁草書房
3598,現代唯物論講話,戸坂 潤,戸坂潤全集　第三巻,勁草書房
3599,認識論とは何か,戸坂 潤,戸坂潤全集　第三巻,勁草書房
3600,思想としての文学,戸坂 潤,戸坂潤全集第四巻,勁草書房
3601,世界の一環としての日本,戸坂 潤,戸坂潤全集　第五巻,勁草書房
3602,辞典,戸坂 潤,戸坂潤全集別巻,勁草書房
3603,社会時評,戸坂 潤,戸坂潤全集別巻,勁草書房
3606,現代日本の思想対立,戸坂 潤,戸坂潤全集　第五巻,勁草書房
3607,読書八境,市島 春城,日本の名随筆36　読,作品社
3608,読書弁,正岡 子規,日本の名随筆36　読,作品社
